CHARACTER,WORLD,SCORE,CYL 1 VOTES,CYL 2 VOTES,CYL 3 VOTES,CYL 4 VOTES,CYL 5 VOTES,CYL 6 VOTES,CYL 7 VOTES,CYL 8 VOTES,CYL 9 VOTES
Ymir (FE01/11),Archanea,1183.99,139.0,130.0,147.0,76.0,26.0,35.0,29.0,18.0,11.0
Kostas,Fodlan,1181.03,,,,107.0,68.0,37.0,19.0,12.0,5.0
Hans,Fates,1175.19,272.0,104.0,106.0,69.0,70.0,54.0,15.0,17.0,14.0
Count Varley,Fodlan,1174.12,,,,,,,34.0,16.0,14.0
Bloom,Jugdral,1170.44,18.0,7.0,67.0,35.0,14.0,12.0,65.0,31.0,36.0
Fuga,Fates,1168.88,225.0,124.0,133.0,53.0,27.0,35.0,37.0,9.0,7.0
Chagall,Jugdral,1167.95,35.0,26.0,52.0,21.0,23.0,16.0,18.0,25.0,54.0
Andrey,Jugdral,1167.44,100.0,46.0,56.0,53.0,26.0,24.0,17.0,21.0,28.0
Ward (Wade),Elibe,1167.31,71.0,38.0,29.0,41.0,38.0,33.0,22.0,29.0,20.0
Durban,Elibe,1163.8,,,,,32.0,33.0,17.0,20.0,16.0
Aelfric,Fodlan,1159.84,,,,,69.0,29.0,25.0,8.0,3.0
Garret,Elibe,1157.66,52.0,40.0,36.0,21.0,16.0,23.0,44.0,48.0,20.0
Dayan,Elibe,1156.71,39.0,27.0,31.0,40.0,30.0,26.0,21.0,23.0,27.0
Troude,Jugdral,1154.62,33.0,21.0,61.0,23.0,25.0,21.0,18.0,49.0,24.0
Barthe,Elibe,1154.18,117.0,54.0,57.0,30.0,18.0,21.0,15.0,18.0,26.0
Kasatai,Tellius,1153.26,,,,,8.0,32.0,8.0,8.0,13.0
Sandima,Jugdral,1152.79,64.0,37.0,42.0,26.0,20.0,40.0,6.0,10.0,50.0
Charlot,Jugdral,1150.04,28.0,15.0,26.0,22.0,33.0,19.0,12.0,13.0,11.0
Chikaomi/Lon'qu,TMS #FE,1147.67,,,,62.0,28.0,27.0,21.0,12.0,15.0
Chouten/Pheros,TMS #FE,1147.25,,,,36.0,23.0,47.0,13.0,13.0,16.0
Shiharam,Tellius,1144.18,,,,,52.0,20.0,15.0,16.0,11.0
Macellan,Archanea,1143.73,86.0,61.0,68.0,48.0,11.0,28.0,23.0,20.0,16.0
Massena,Valentia,1142.72,,48.0,45.0,34.0,14.0,30.0,34.0,23.0,25.0
Roderick,Archanea,1139.65,69.0,57.0,64.0,39.0,28.0,26.0,18.0,18.0,18.0
Warren,Archanea,1138.14,47.0,40.0,37.0,31.0,30.0,25.0,35.0,19.0,21.0
Slayde,Valentia,1130.73,,52.0,62.0,37.0,31.0,32.0,18.0,15.0,6.0
Boah,Archanea,1129.06,118.0,76.0,103.0,48.0,19.0,25.0,11.0,17.0,13.0
Yoder,Elibe,1127.38,52.0,30.0,33.0,19.0,6.0,45.0,20.0,21.0,21.0
Lloyd (FE14),Fates,1125.96,,,,,24.0,30.0,13.0,8.0,15.0
Senno,Fates,1121.03,,,,,18.0,23.0,19.0,15.0,17.0
Teru/Garrick,TMS #FE,1120.79,,,,52.0,20.0,46.0,17.0,8.0,16.0
Bertram,Tellius,1118.65,97.0,105.0,129.0,52.0,39.0,19.0,7.0,3.0,15.0
Munnir,Jugdral,1117.45,44.0,22.0,34.0,22.0,21.0,15.0,42.0,11.0,16.0
Dice,Archanea,1116.08,80.0,23.0,31.0,45.0,11.0,13.0,11.0,3.0,23.0
Solon,Fodlan,1113.57,,,,86.0,45.0,11.0,8.0,11.0,8.0
Asaello,Jugdral,1110.78,36.0,24.0,28.0,23.0,22.0,18.0,12.0,20.0,11.0
Hellene,Elibe,1108.9,,,,,20.0,25.0,13.0,14.0,13.0
Hilda (FE04),Jugdral,1108.85,32.0,44.0,51.0,73.0,66.0,58.0,17.0,8.0,6.0
Conomor,Jugdral,1106.0,27.0,30.0,44.0,18.0,11.0,30.0,19.0,14.0,12.0
Alva,Jugdral,1105.71,57.0,40.0,38.0,25.0,27.0,18.0,12.0,10.0,14.0
Tarba,Fates,1104.72,,,,,18.0,13.0,17.0,7.0,12.0
Blake,Valentia,1102.43,,49.0,39.0,29.0,15.0,22.0,18.0,15.0,19.0
Hermina,Jugdral,1101.43,34.0,21.0,21.0,22.0,20.0,8.0,44.0,26.0,7.0
Lonato,Fodlan,1097.55,,,,35.0,17.0,22.0,21.0,5.0,14.0
Tristan,Jugdral,1095.84,50.0,34.0,51.0,27.0,21.0,20.0,6.0,12.0,28.0
Lekain,Tellius,1094.12,,,,,6.0,16.0,16.0,20.0,14.0
Llewelyn,Fates,1094.0,,,,,18.0,15.0,7.0,11.0,20.0
Frost,Archanea,1093.53,29.0,20.0,11.0,59.0,17.0,11.0,36.0,13.0,6.0
Deimne,Jugdral,1088.86,27.0,18.0,19.0,43.0,13.0,24.0,15.0,12.0,17.0
Lord Arundel,Fodlan,1083.97,,,,38.0,18.0,22.0,5.0,13.0,12.0
Funke,Fates,1083.22,,,,,18.0,14.0,8.0,12.0,19.0
Murdock (FE07),Elibe,1082.99,,,,,35.0,28.0,9.0,8.0,5.0
Zelot,Elibe,1082.24,60.0,34.0,47.0,26.0,18.0,16.0,8.0,8.0,8.0
Riev,Magvel,1080.73,48.0,58.0,51.0,28.0,32.0,24.0,9.0,8.0,4.0
Luke,Archanea,1074.79,75.0,44.0,58.0,39.0,12.0,24.0,6.0,11.0,5.0
Pallardó (Pallardo),Fodlan,1074.7,,,,51.0,16.0,21.0,21.0,6.0,9.0
Dalvin,Jugdral,1073.16,35.0,15.0,29.0,11.0,14.0,22.0,5.0,41.0,20.0
Kutuzov,Jugdral,1068.14,58.0,27.0,38.0,25.0,15.0,19.0,8.0,16.0,10.0
Ludveck,Tellius,1067.17,,,,,23.0,11.0,8.0,12.0,11.0
Gwendal,Fodlan,1066.83,,,,28.0,17.0,14.0,8.0,4.0,6.0
Zhara,Fates,1066.45,,,,,25.0,18.0,19.0,8.0,6.0
Izuka,Tellius,1065.58,33.0,36.0,28.0,12.0,15.0,14.0,13.0,13.0,13.0
Cimbaeth,Jugdral,1060.44,27.0,25.0,30.0,16.0,13.0,18.0,6.0,16.0,7.0
Halvan,Jugdral,1057.91,102.0,36.0,28.0,22.0,17.0,12.0,25.0,8.0,10.0
Tatarrah,Valentia,1057.36,,57.0,67.0,29.0,18.0,19.0,7.0,3.0,11.0
Malledus,Archanea,1055.45,43.0,37.0,33.0,21.0,8.0,11.0,22.0,16.0,5.0
Jerome,Valentia,1054.58,,40.0,28.0,13.0,29.0,7.0,21.0,6.0,11.0
Alder,Tellius,1053.61,,,,,2.0,13.0,1.0,39.0,10.0
Grieth,Valentia,1049.69,43.0,38.0,48.0,19.0,14.0,18.0,12.0,7.0,18.0
Veld,Jugdral,1038.69,45.0,37.0,34.0,13.0,26.0,17.0,3.0,15.0,2.0
Daniel,Tellius,1031.57,29.0,25.0,22.0,12.0,51.0,25.0,14.0,4.0,9.0
Hetzel,Tellius,1020.72,33.0,36.0,20.0,12.0,12.0,16.0,9.0,6.0,7.0
Hayden,Magvel,1019.16,30.0,21.0,32.0,11.0,10.0,16.0,7.0,11.0,16.0
Desmond,Elibe,1013.63,,,,,11.0,7.0,4.0,11.0,10.0
Numida,Tellius,1012.43,,,,,11.0,10.0,4.0,14.0,4.0
Muston,Tellius,1009.7,39.0,21.0,30.0,14.0,16.0,15.0,7.0,1.0,18.0
Reiden,Archanea,1001.5,46.0,30.0,31.0,52.0,9.0,8.0,6.0,6.0,8.0
Halcyon,Valentia,1000.98,,26.0,18.0,11.0,8.0,11.0,6.0,11.0,5.0
Roberto,Archanea,979.09,50.0,22.0,21.0,19.0,11.0,15.0,7.0,3.0,7.0
Barth,Valentia,978.96,,21.0,49.0,21.0,12.0,16.0,9.0,6.0,2.0
Dolth,Valentia,976.05,,46.0,32.0,24.0,2.0,21.0,8.0,4.0,5.0
Lundgren,Elibe,969.18,,,,,9.0,7.0,3.0,6.0,10.0
Tomas (FE16),Fodlan,965.88,,,,42.0,9.0,12.0,6.0,4.0,3.0
Danann,Jugdral,962.82,18.0,14.0,16.0,136.0,3.0,8.0,5.0,3.0,5.0
Scipio,Jugdral,956.5,28.0,17.0,19.0,19.0,12.0,12.0,8.0,4.0,5.0
Garth,Valentia,940.03,,7.0,41.0,16.0,7.0,7.0,5.0,3.0,3.0
Camilla,Fates,-29424.22,25766.0,28166.0,46741.0,,,,,,
Ivy,Elyos,-37012.65,,,,,,,,9082.0,8748.0
Yunaka,Elyos,-76229.2,,,,,,,,10035.0,7048.0
Alear (F),Elyos,-123534.85,,,,,,,,8316.0,6480.0
Marianne,Fodlan,-203450.26,,,,14105.0,33555.0,,,,
Eirika,Magvel,-215772.64,16423.0,27503.0,22771.0,26040.0,31875.0,,,,
Chrom,Ylisse,-326961.33,23803.0,13638.0,19656.0,15595.0,35810.0,42134.0,,,
Diamant,Elyos,-355519.63,,,,,,,,6356.0,4117.0
Felix,Fodlan,-483541.11,,,,12465.0,10786.0,19117.0,16365.0,11612.0,
Byleth (M),Fodlan,-512271.77,,,,10410.0,12528.0,10102.0,12683.0,10663.0,14345.0
Hilda (FE16),Fodlan,-1062986.39,,,,11702.0,6981.0,13205.0,7026.0,4061.0,4560.0
Azura,Fates,-1255879.16,14198.0,20430.0,14798.0,6264.0,4870.0,10260.0,7383.0,8466.0,9260.0
